gvkey,first_quarter,last_quarter,first_markup,last_markup,first_PPI,last_PPI,first_COGS,last_COGS,first_quarter_index,last_quarter_index,periods,cagr_markup,cagr_PPI,cagr_COGS,ind2d_definition,dot_size,sale_CPI,conm,naics,markup_closest_2018
1388,2018Q1,2024Q4,1.0444671,1.0779873,124.4078062038265,121.87670329948917,2993663.1985848695,3128683.8802905274,1,28,27,0.11706434890836892,-0.07610074779252907,0.16352111704673877,Transportation and Warehousing,15.245407793081432,4178269.790454426,AMERICAN AIRLINES INC,481111,1.0444671
1410,2018Q1,2024Q4,1.0046378,1.006194,55.81473669084649,54.07999645079921,569197.8417175123,599561.4201873471,1,28,27,0.005732821675374922,-0.11687078919049299,0.19266813421230378,Administrative and Support and Waste Management and Remediation Services,13.36645857497888,638232.9205788387,ABM INDUSTRIES INC,561720,1.0046378
1562,2018Q1,2024Q3,1.6994636,2.7003124,26.11920911517,20.89512093482326,4800.308801381859,2324.8693313411104,1,27,26,1.7969340135040035,-0.8546169832797768,-2.750004199896694,Information,9.306545550515422,11009.849393023735,LOGILITY SPPLY CHAIN SOL INC,513210,1.6994636
1585,2018Q1,2024Q4,0.80489612,0.69708484,78.19689776929496,66.20907644725,23336.10692545204,37706.45574273364,1,28,27,-0.5311993075496457,-0.6144467897731043,1.793031521924826,Manufacturing,10.641467855989424,41834.132654801826,AMERICAN VANGUARD CORP,325320,0.80489612
1598,2018Q4,2024Q4,1.3431983,1.4853501,59.26289304195086,98.50964938966422,309245.090437232,323539.7573867741,4,28,24,0.4200335990926174,2.13995531693707,0.18846014913467268,Manufacturing,13.128254870738147,502954.44115645724,AMETEK INC,334513,1.3431983
1602,2018Q1,2023Q4,5.2720823,3.5100045,49.86759771065534,50.02681267357622,190067.47556116016,357220.61171380663,1,24,23,-1.7531805907839648,0.013860385684294485,2.781343785822288,Manufacturing,14.618312702004514,2231785.9603946796,AMGEN INC,325414,5.2720823
1613,2018Q1,2024Q4,1.0026523,1.0828265,71.40589938101091,75.17175596709383,35221.95440879994,25429.389917734592,1,28,27,0.2853172318132424,0.19053344972577158,-1.1992839211921513,Manufacturing,10.663385578552537,42761.16366139716,AMPCO-PITTSBURGH CORP,331110,1.0026523
1632,2018Q1,2024Q4,3.205121,3.0290408,13.622172942195096,9.369256315676058,162236.85549796693,220040.94256632566,1,28,27,-0.20905466246696758,-1.3766039943727493,1.1351211700326935,Manufacturing,13.352874311980218,629621.6182505602,ANALOG DEVICES INC,334413,3.205121
1650,2018Q4,2022Q4,2.920058,3.8434954,34.41836912316238,30.62095080525809,55.38588134761761,18.45767654767618,4,20,16,1.7321986176228599,-0.7279994429980841,-6.637252764552926,Manufacturing,5.2772400519120355,195.828651907648,ANDREA ELECTRONICS CORP,334220,2.920058
1661,2018Q4,2024Q4,1.32602,1.4134941,134.27119696801861,126.74259738119682,201921.89008276234,137342.66266114006,4,28,24,0.2665326914092825,-0.24014192689926217,-1.593016563208438,"Mining, Quarrying, and Oil and Gas Extraction",12.642394605428604,309401.3577453199,NABORS INDUSTRIES LTD,213111,1.32602
1678,2018Q1,2024Q4,3.0641825,2.1882486,62.686101876407996,59.934593299615926,196898.65332974307,330519.3241307627,1,28,27,-1.2392180888124105,-0.16610598904277518,1.9369496601378877,"Mining, Quarrying, and Oil and Gas Extraction",13.45480172651873,697181.9663818454,APA CORP,2111,3.0641825
1686,2018Q4,2024Q4,0.98419356,1.2127199,84.54259174275631,109.15092025706355,114947.8581488456,77764.25701284049,4,28,24,0.8737886990915822,1.07016937683313,-1.6151341813466669,Manufacturing,11.827613066155982,136983.1310429953,APOGEE ENTERPRISES INC,332321,0.98419356
1690,2018Q1,2024Q4,1.4121733,1.697593,35.16047380888269,31.13314668339861,20749099.721091047,15255225.564386303,1,28,27,0.6841127673469449,-0.44954018577461063,-1.1327238029560038,Manufacturing,17.38445514238919,35479128.160087764,APPLE INC,334220,1.4121733
1704,2018Q1,2024Q4,1.614507,1.6860743,33.99515444469175,33.10548731794501,864344.9047189333,1139863.8627980377,1,28,27,0.16077087764123643,-0.09817011301339607,1.0300549567583417,Manufacturing,14.340068606544818,1689711.9127583054,APPLIED MATERIALS INC,333242,1.614507
1706,2018Q1,2024Q4,1.3034421,1.7441971,81.2106526671992,101.58066192594846,73569.77539770614,24823.807531911116,1,28,27,1.0846767213722686,0.8323589019297861,-3.943938322113516,Manufacturing,11.662310000783684,116111.93953652227,ENERPAC TOOL GROUP CORP,333132,1.3034421
1712,2018Q1,2022Q1,0.54807729,0.53106147,157.07690126042863,292.04295616379005,23616.185213963938,25214.65924410032,1,17,16,-0.19692172858887247,3.952131946517934,0.4101717254101356,Manufacturing,10.269101445369735,28827.972017406326,TRECORA RESOURCES,324110,0.54807729
1722,2018Q1,2024Q4,0.97343981,0.97782278,55.01106871807203,54.3509367354958,5787213.071948897,6299514.5200339705,1,28,27,0.0166400977336556,-0.04470321158597246,0.3146485349153849,Manufacturing,15.646310351103395,6238874.472648145,ARCHER-DANIELS-MIDLAND CO,31122,0.97343981
1783,2018Q4,2024Q4,0.91130203,1.4217213,76.35339357207286,91.31998580319681,1357.7453198930261,1183.9119798202582,4,28,24,1.8703986086387792,0.7486097931792335,-0.56921247288515,Manufacturing,7.312011717245141,1498.1880904530567,ARTS WAY MFG INC,333111,0.91130203
1794,2018Q1,2024Q4,0.73690301,0.85140729,85.55045168350158,76.39464894601412,142249.2311810797,97286.12896274605,1,28,27,0.5363753444590058,-0.41835808722691104,-1.39727308979275,Manufacturing,12.360789790989681,233465.54609098108,ASHLAND INC,3252,0.73690301
1820,2018Q1,2024Q4,1.458132,1.380558,26.882694492973712,18.149724936938306,7166.307313229873,7382.654548681092,1,28,27,-0.20227070911861267,-1.4443833369916836,0.110219089281971,Manufacturing,9.445613796373232,12652.546729374735,ASTRONOVA INC,334118,1.458132
1823,2018Q1,2024Q4,1.1195763,1.1811492,45.40724046175708,37.35850730755092,53076.64392594377,48165.18994562117,1,28,27,0.19848395132135987,-0.7200283062802071,-0.3589852900894197,Manufacturing,11.18375439460798,71951.99176851116,ASTRONICS CORP,336320,1.1195763
1864,2018Q1,2024Q4,0.52136081,0.57763666,68.11086069263561,47.822945583146364,41810.42444960497,43465.66782015692,1,28,27,0.3803612459518657,-1.301205071111633,0.14390226889826607,Manufacturing,10.790340868848364,48549.58223530522,REX AMERICAN RESOURCES CORP,325193,0.52136081
1891,2018Q4,2024Q4,1.3332604,1.5039541,48.58133021062459,43.76798367367634,729115.5665975662,790933.0595378433,4,28,24,0.5032216596379424,-0.4337927282904941,0.33966342634961233,Information,14.087012396392755,1311933.2837497825,AUTOMATIC DATA PROCESSING,518210,1.3332604
1913,2018Q1,2024Q4,0.63365954,0.72745079,40.50486582783286,43.090152869148575,505788.43866560736,476765.41050309915,1,28,27,0.5125481200899396,0.22941975976045192,-0.21862698977392903,Manufacturing,13.478383157555717,713817.8934182767,AVERY DENNISON CORP,322220,0.63365954
1920,2018Q1,2019Q3,1.1351029,1.1598815,125.93476731541826,84.3621238301499,221490.89329664162,174040.85972744544,1,7,6,0.36055740182436846,-6.459365795678473,-3.9385308900262705,Manufacturing,13.235612881059772,559955.6600306061,AVON PRODUCTS,325620,1.1351029
1926,2018Q4,2024Q4,1.1370033,1.1736764,74.45444906872596,80.64576440912144,58203.83586789676,81787.84652241699,4,28,24,0.13235804700733045,0.33338269022795686,1.4274986423924663,Manufacturing,11.291414463820274,80130.71067998039,AZZ INC,33281,1.1370033
1968,2018Q1,2024Q4,1.4087256,1.5446286,74.21873728572152,81.43768300566603,24745.338715712056,36237.973913374146,1,28,27,0.34168622550283523,0.3443747962718957,1.4228814107710042,Manufacturing,10.650389784269782,42209.04376410111,BADGER METER INC,334514,1.4087256
1979,2018Q1,2024Q4,0.69507796,0.82321352,131.9622771112267,107.53697823579367,41896.81875667823,46261.93101874738,1,28,27,0.628603009318307,-0.7552128293498162,0.3677467547159363,Manufacturing,11.079986745922959,64860.02374276292,BALCHEM CORP  -CL B,325199,0.69507796
1988,2018Q1,2024Q4,1.0281904,1.0831356,76.66992460268364,67.29189641403963,898902.6275482352,725367.9126896603,1,28,27,0.19300009495508696,-0.4820554565208912,-0.7912813657440454,Manufacturing,13.928042186499153,1119107.6520884377,BALL CORP,332431,1.0281904
2049,2018Q1,2024Q3,1.4186245,1.4649327,39.861930244111335,36.24595663286336,85774.27723225912,72675.92555710996,1,27,26,0.12362081939778502,-0.36507775433910483,-0.6353155149248391,Manufacturing,11.900474022272649,147336.44944874203,BARNES GROUP INC,332613,1.4186245
2052,2018Q1,2024Q4,1.1407113,0.95925575,62.686101876407996,59.934593299615926,555.7364031735401,1174.0882990455184,1,28,27,-0.6396108029101621,-0.16610598904277518,2.8089234767079585,"Mining, Quarrying, and Oil and Gas Extraction",6.596522529834296,732.5433571839217,BARNWELL INDUSTRIES,2111,1.1407113
2080,2018Q4,2024Q4,2.2641685,2.1133907,88.41960343708955,90.84432951794248,16832.56056841739,10886.856548909253,4,28,24,-0.2867296382883522,0.11278719707548124,-1.799278244622149,Manufacturing,10.7395898485025,46147.1207253968,BASSETT FURNITURE INDS,337122,2.2641685
2086,2018Q1,2024Q4,1.4306663,1.6538502,47.014576407306,40.41081999214106,624450.0148457566,454107.56613555405,1,28,27,0.5383541100342892,-0.55902464366413,-1.1728353887001997,Manufacturing,13.894078724902387,1081737.091354425,BAXTER INTERNATIONAL INC,339112,1.4306663
2111,2018Q1,2024Q4,2.0714128,1.9934136,47.014576407306,40.41081999214106,493452.1352835194,744064.5954544878,1,28,27,-0.14205582175224052,-0.55902464366413,1.5327463682644593,Manufacturing,14.02872391010539,1237648.6780726707,BECTON DICKINSON & CO,339112,2.0714128
2136,2018Q1,2024Q4,1.7760879,1.8104776,17.03776182648656,14.113143134197815,5326309.489562743,4916276.888364959,1,28,27,0.0710531614957377,-0.695075557335656,-0.296253193687368,Information,16.362379711890792,12767069.415495096,VERIZON COMMUNICATIONS INC,517312,1.7760879
2137,2018Q4,2024Q4,1.4035716,1.5249891,47.592296615131424,45.87373718168105,1298007.6907252385,1050500.057040727,4,28,24,0.3462946009819001,-0.1531248678204311,-0.8776437231871714,Information,14.715158572270294,2458737.5183960246,BCE INC,517311,1.4035716
2154,2018Q4,2018Q4,0.59141988,0.59141988,49.491241118478314,49.491241118478314,301180.51049958065,301180.51049958065,4,4,0,0.0,0.0,0.0,Manufacturing,12.890988934609622,396721.1558242211,BEMIS CO INC,326112,0.59141988
2184,2018Q4,2024Q4,1.0080222,0.99452448,36.59424303324735,29.374073088184964,4469640.624752742,3428464.5903842007,4,28,24,-0.056154056132717844,-0.9115636539777872,-1.0988987091999913,Retail Trade,15.582887593362672,5855474.498757774,BEST BUY CO INC,449210,1.0080222
2220,2018Q1,2024Q4,2.100426,2.0968468,63.007569065517785,61.03833453752646,87139.30728401654,86839.4366911308,1,28,27,-0.0063164256766667926,-0.11753369439139183,-0.01276664037447306,Manufacturing,12.308715323733809,221619.07833829915,BIO-RAD LABORATORIES INC,334516,2.100426
2270,2018Q1,2024Q4,1.1362314,1.1811907,131.0380669792158,126.74259738119682,127622.47407658449,131605.63308869197,1,28,27,0.1438292639872607,-0.12336691872415484,0.11389198576339243,"Mining, Quarrying, and Oil and Gas Extraction",12.029125255936572,167564.77232347522,VALARIS LIMITED,213111,1.1362314
2285,2018Q1,2024Q4,1.054821,0.80390501,94.06934023159059,157.77782319909747,7356374.788791034,5172326.374364629,1,28,27,-1.0010493203392423,1.9338527420908802,-1.2961368235796744,Manufacturing,16.055760808704534,9395682.269706229,BOEING CO,336411,1.054821
2316,2018Q2,2021Q3,0.2845515,0.59565681,103.86568180629261,129.90016730093947,627430.2682192462,258121.44945121618,2,15,13,5.8472631765259075,1.7354067304860443,-6.604148306423707,Manufacturing,12.893299656285494,397638.9279478662,HEXION INC,325211,0.2845515
2337,2018Q1,2022Q3,0.53682351,0.58267963,51.31420006164937,54.92744626025632,293740.6440490657,257679.52803960128,1,19,18,0.4564169476155344,0.37874675784259626,-0.7250285690562741,Manufacturing,12.769119409793305,351202.9041024397,RESOLUTE FOREST PRODUCTS INC,322121,0.53682351
2352,2018Q1,2024Q4,1.7424736,1.8606716,69.71819663818454,81.2697297537108,55261.013475944754,50347.94843518272,1,28,27,0.2433763655543819,0.5694383750458609,-0.34425713535309876,Manufacturing,11.66644051126164,116592.53298424139,BRADY CORP,339950,1.7424736
2390,2018Q1,2024Q4,1.4113092,1.259874,73.17397293945459,74.66885005894207,10590.334711235466,16426.144934149648,1,28,27,-0.41951043167489654,0.07492882732063055,1.638961947516382,Manufacturing,9.71428309688161,16552.34556726281,BRIDGFORD FOODS CORP,311612,1.4113092
2393,2018Q1,2020Q3,1.1014143,1.0238187,60.998399133581636,59.72471897739206,99158.563650845,148777.64247142046,1,11,10,-0.7278941354794566,-0.21079383900207693,4.140760428266477,Manufacturing,11.792382458380303,132241.15391611934,BRIGGS & STRATTON,333618,1.1014143
2403,2018Q1,2024Q4,1.6396691,2.0222621,72.85250173200494,69.03385367152146,571407.9286426421,968424.7886324169,1,28,27,0.7797737193273147,-0.19920818961506326,1.973168159882177,Manufacturing,14.551105877982089,2086723.8913088895,BRISTOL-MYERS SQUIBB CO,325412,1.6396691
2410,2018Q4,2024Q4,0.52025354,0.64181215,157.41458310255882,108.97409083418894,25837909.262101814,11311493.072720587,4,28,24,0.8787526849814986,-1.5207054743547332,-3.383209442194912,Manufacturing,17.21466713067357,29938838.162454702,BP PLC,324110,0.52025354
2435,2018Q4,2024Q4,2.7760665,2.2642581,77.65891791812385,28.563461611590675,95738.45204373903,113130.77537361675,4,28,24,-0.845521200574284,-4.081845839380282,0.6979428398840692,Manufacturing,12.592478603158575,294336.39801876794,BROWN FORMAN CORP,312140,2.7760665
2436,2018Q1,2024Q4,1.6171454,1.4233968,47.89861117735791,38.25372982976511,137602.42296249775,110710.66408082035,1,28,27,-0.4715379688113308,-0.8293030493301656,-0.8021299481779987,Retail Trade,12.445153086591365,254016.13982279683,CALERES INC,458210,1.6171454
2444,2018Q2,2024Q4,0.61542827,1.2052559,60.704873546624725,63.34752696758819,616040.6104840561,261404.97648654474,2,28,26,2.6188145146383013,0.16402623951616846,-3.2433234339586225,Manufacturing,13.03694306627826,459063.15229518985,BRUNSWICK CORP,333618,0.61542827
2448,2018Q1,2024Q4,1.058596,1.1416773,37.89294612181782,41.15900419566237,95135.40177913604,104389.91773459583,1,28,27,0.28022521374975184,0.30668316748847513,0.34441374072016195,Manufacturing,11.7113119072594,121943.35434697375,MATERION CORP,331410,1.058596
2526,2018Q4,2022Q4,1.2167281,1.302449,43.95265298371655,46.27574426385752,274437.0420774453,258810.1846103249,4,20,16,0.42641260989164653,0.3224246476722259,-0.3657480357060372,Manufacturing,12.909954339089133,404316.9338376086,CAE INC,333318,1.2167281
2547,2018Q4,2024Q4,1.114424,0.85235721,72.43682449005428,67.57044529794273,3961277.3566692513,18685591.512339808,4,28,24,-1.1108146277843178,-0.28934769665308613,6.6767190253526065,Finance and Insurance,15.5389669805901,5603864.3520643115,CIGNA GROUP (THE),524114,1.114424
2556,2018Q1,2019Q3,0.65918255,0.61721766,40.50486582783286,41.711949085620915,17551.706691407853,31090.452772065895,1,7,6,-1.0903252843734945,0.4906250722500838,9.997956142930509,Manufacturing,10.156904526226155,25768.408045053944,CSS INDUSTRIES INC,322220,0.65918255
2577,2018Q1,2024Q4,1.3468784,1.542394,22.663437635907787,18.642176864281097,27973.27112836068,22366.936659441508,1,28,27,0.50328497196368,-0.7208205077174124,-0.8249694995577483,Manufacturing,10.728106153314211,45620.212474542306,CTS CORP,33441,1.3468784
2581,2018Q4,2022Q4,0.96331656,1.237166,42.844935356764196,56.2190624171502,1599.8607440697547,1646.0891539336665,4,20,16,1.5760181950007057,1.712424506468424,0.17819404147791928,Manufacturing,7.531610572627607,1866.1085879765164,CVD EQUIPMENT CORP,333249,0.96331656
2593,2018Q4,2024Q4,0.60674435,0.69231027,50.757204120709574,68.76481157546488,248840.852626082,229430.48002940763,4,28,24,0.5512081322407214,1.2731978234408414,-0.3378176150233614,Manufacturing,12.725673917809845,336271.4224676784,CABOT CORP,325180,0.60674435
2615,2018Q4,2022Q4,1.4241959,1.4177694,34.41836912316238,30.62095080525809,19357.761144430555,15588.346829810154,4,20,16,-0.02826214475655231,-0.7279994429980841,-1.3444417696102162,Manufacturing,10.415767975021675,33381.86191508554,CALAMP CORP,334220,1.4241959
2663,2018Q4,2024Q4,1.3501962,1.380355,78.3710260630133,85.42102711335893,461680.88237621257,475973.1781825556,4,28,24,0.09208736289947339,0.35955316416498295,0.1271123137139174,Manufacturing,13.44494740296201,690345.4496542339,CAMPBELL'S CO (THE),311422,1.3501962
2703,2018Q4,2024Q4,1.334458,1.1868074,48.383523491525956,50.2002763306334,1073022.3284224519,936260.1564183492,4,28,24,-0.4873849571584321,0.15370633745135365,-0.5664776344123323,Retail Trade,14.30688179186338,1634556.0425996552,CANADIAN TIRE CORP  -CL A,455,1.334458
2710,2018Q4,2024Q4,1.9841229,2.0982568,54.83202649027582,74.07182061325119,323572.231101546,295534.34485556016,4,28,24,0.23331322044797265,1.2610547541942907,-0.37694324837018733,Manufacturing,13.474422745521487,710996.4711281313,CONSTELLATION BRANDS,312120,1.9841229
2721,2018Q1,2024Q4,1.7419567,1.773942,43.96063811076305,33.67082430188488,1723424.9805482214,937438.9981113181,1,28,27,0.06741222013644244,-0.9827793313682553,-2.2300081470374433,Manufacturing,15.106144951947181,3635091.9048574455,CANON INC,333310,1.7419567
2771,2018Q4,2024Q4,0.64804101,0.80209965,78.68750890130237,112.90578456351167,295285.87027044134,222141.94268040714,4,28,24,0.8926222839706011,1.5158292339892077,-1.1789427775774408,Manufacturing,12.96265075822563,426194.3569699176,CARLISLE COS INC,324122,0.64804101
2787,2018Q4,2024Q4,1.0776832,1.197298,81.33812684949282,75.17175596709383,187362.52433022647,181959.91938243905,4,28,24,0.43952056895792957,-0.32795810828097904,-0.12183793916722419,Manufacturing,12.406926025783173,244489.10480591207,CARPENTER TECHNOLOGY CORP,331110,1.0776832
2817,2018Q4,2024Q4,1.2755437,1.4327171,99.37809567515389,107.00966840323991,3673666.3870998374,3087487.7996222633,4,28,24,0.485341452375998,0.3087567805100333,-0.7216850416950193,Manufacturing,15.551385142768003,5673887.930625227,CATERPILLAR INC,333120,1.2755437
2818,2018Q4,2024Q4,1.3228664,1.0982156,41.2229202601554,38.61752291135871,50414.20726979254,35447.00916454348,4,28,24,-0.7724768454267061,-0.2716648371008823,-1.456924892199296,Retail Trade,11.240196002694896,76129.8719794914,CATO CORP  -CL A,458110,1.3228664
2820,2018Q1,2024Q4,0.57079232,0.65726894,115.04506628432429,126.45168967309324,77884.66874353224,122728.19459760936,1,28,27,0.5238407898087161,0.35074851422807196,1.698496443388109,Manufacturing,11.503007441047691,99013.09974777282,CAVCO INDUSTRIES INC,321992,0.57079232
2829,2018Q1,2024Q4,1.2237574,1.3196197,48.5817289542162,56.65031816049992,2160.2595108177525,3814.7570698812283,1,28,27,0.27971501965757817,0.5706967151931419,2.1284409613678834,Manufacturing,8.071221518897222,3201.00953556068,R F INDUSTRIES LTD,334417,1.2237574
2942,2018Q4,2020Q4,1.6879046,1.7000498,27.851186840314597,27.427887322861565,44299.210355577365,43822.77129214541,4,12,8,0.08966100599203664,-0.1912581132429425,-0.13507465647701888,Manufacturing,11.41352181397022,90537.71778519773,CANTEL MEDICAL CORP,334510,1.6879046
2960,2018Q1,2024Q4,1.2065065,1.3969152,85.75136867669518,98.4716254072074,122372.91487842171,128618.91724024285,1,28,27,0.5442065025420328,0.5135973480714151,0.18454355562957936,Health Care and Social Assistance,12.080939278031266,176475.84280559846,CHEMED CORP,621610,1.2065065
2991,2018Q1,2024Q4,0.59202659,0.63348711,157.07690126042863,108.97409083418894,10961227.48067088,12106894.322546298,1,28,27,0.25101118414847523,-1.3450403457473614,0.36886678369760784,Manufacturing,16.486423967391133,14453164.822375918,CHEVRON CORP,324110,0.59202659
2999,2018Q1,2024Q4,1.1262136,0.6201508,74.66075467074748,103.23705809281161,2950.2651280550485,1805.3390120546069,1,28,27,-2.1855910894204356,1.2075036349995738,-1.8026165980514763,Manufacturing,8.299823407707297,4023.1618717089545,CHICAGO RIVET & MACHINE CO,332722,1.1262136
3026,2018Q1,2024Q4,0.86845756,0.9617067,62.92720628658021,67.73332826304647,208993.8563199987,261024.70497268383,1,28,27,0.37845805403848853,0.2729635341209402,0.826770140875932,Manufacturing,12.909776384797455,404244.9903055542,CHURCH & DWIGHT INC,325611,0.86845756
3036,2018Q3,2020Q4,1.4493296,1.4503832,47.80784510417413,47.71069341845966,78697.843273066,81054.39864166657,3,12,9,0.008074689199544238,-0.022599624776076244,0.32836869475478814,Information,11.944269498058357,153932.50376173304,CINCINNATI BELL INC,517311,1.4493296
3105,2018Q1,2024Q4,2.3752816,1.9314071,48.260261765106414,43.426369928128686,96868.51176242417,144432.50814414825,1,28,27,-0.7632471561409115,-0.39013191005080605,1.4904717752477037,Information,12.64602308449563,310526.0533284331,IHEARTMEDIA INC,516110,2.3752816
3107,2018Q1,2024Q4,1.5714322,0.85749668,71.40589938101091,75.17175596709383,38013.495112232034,1375949.094320011,1,28,27,-2.2184497252338953,0.19053344972577158,14.216360482001967,Manufacturing,11.18899588502798,72330.11754970154,CLEVELAND-CLIFFS INC,331110,1.5714322
3121,2018Q1,2024Q4,0.85576403,0.98135197,82.65725099985336,82.48913057256213,316243.3472867506,307703.0332991089,1,28,27,0.5084605544942278,-0.007540522315718778,-0.10134440190530114,Manufacturing,13.309259421228072,602750.9795808461,CLOROX CO/DE,325612,0.85576403
3138,2018Q1,2024Q4,1.4445949,1.5730628,101.70418597294797,109.17721603224702,267438.19863610313,318119.6207425435,1,28,27,0.31603764835448356,0.26295228106436586,0.6448069173915494,Manufacturing,12.9665409172327,427855.54984370864,COCA COLA CONSOLIDATED INC,312111,1.4445949
3144,2018Q1,2024Q4,2.6702878,2.4067087,101.70418597294797,109.17721603224702,1127546.1658025696,1374364.629678924,1,28,27,-0.38417174789782127,0.26295228106436586,0.7358340509248773,Manufacturing,15.019808835030583,3334418.419041241,COCA-COLA CO,312111,2.6702878
3153,2018Q1,2018Q2,1.4222814,1.3589864,92.22089987586946,89.558681135182,39918.188207707506,43259.11898959269,1,2,1,-4.450244515607105,-2.886784605518755,8.369444936982639,"Mining, Quarrying, and Oil and Gas Extraction",11.091425931635296,65606.229455484,COEUR MINING INC,21222,1.4222814
